,0:00:00,1:00:00,2:00:00,3:00:00,4:00:00,5:00:00,6:00:00,7:00:00,8:00:00,9:00:00,10:00:00,11:00:00,12:00:00,13:00:00,14:00:00,15:00:00,16:00:00,17:00:00,18:00:00,19:00:00,20:00:00,21:00:00,22:00:00,23:00:00
6/15/2020,1142.6666666666667,765.3333333333334,559.0,585.6666666666666,841.0,1681.3333333333333,3385.6666666666665,3844.0,3884.3333333333335,3679.0,3501.0,3683.0,3789.6666666666665,3970.6666666666665,4122.666666666667,4407.0,4420.0,4465.333333333333,3776.0,3246.6666666666665,2704.6666666666665,2326.0,1868.6666666666667,1457.3333333333333
6/16/2020,1003.3333333333334,671.6666666666666,560.6666666666666,546.6666666666666,857.6666666666666,1898.3333333333333,3502.0,4042.0,3966.0,3696.3333333333335,3603.0,3773.3333333333335,4091.0,4223.666666666667,4473.666666666667,4804.333333333333,4792.666666666667,4886.0,4396.666666666667,3555.0,3037.3333333333335,2654.0,2164.0,1612.6666666666667
6/17/2020,1057.0,703.3333333333334,590.3333333333334,585.3333333333334,866.0,1875.3333333333333,3573.0,4051.0,3979.0,3759.6666666666665,3570.0,3967.0,4213.666666666667,4363.666666666667,4757.0,4778.666666666667,4959.666666666667,4957.333333333333,4542.0,3734.6666666666665,3132.6666666666665,2747.3333333333335,2365.3333333333335,1739.3333333333333
6/18/2020,1359.75,966.0,775.75,726.0,979.0,2062.0,3662.0,4743.25,4854.0,4660.25,4668.25,4806.25,5472.25,5575.0,5783.5,5783.0,5862.25,5917.25,5672.25,4863.0,4121.5,3519.25,2997.25,2303.0
6/19/2020,1611.5,1110.75,930.75,866.0,1109.5,2136.75,3837.25,4578.5,4824.75,4866.25,5121.75,5542.75,5622.25,5289.25,5611.5,5945.0,5690.75,6014.0,6093.75,5248.75,5056.25,4348.5,3872.75,3466.25
6/20/2020,2430.75,1836.5,1409.75,1252.5,1073.75,1399.25,2168.75,2873.0,3489.0,4194.25,4816.0,5317.5,5648.75,5746.5,5834.75,5741.75,5591.75,5388.0,5064.25,5090.75,4630.75,4308.75,3926.75,3307.5
6/21/2020,2539.25,1833.25,1459.5,1264.75,896.5,999.5,1458.0,1737.0,2153.75,2919.0,3673.0,4478.75,4821.5,5091.0,5341.0,5418.5,5123.75,5198.5,4991.0,4319.5,3854.0,3600.0,3001.5,2196.75
6/22/2020,1573.5,1014.25,725.0,730.5,1087.25,2229.0,4037.5,4706.5,4742.75,4541.25,4326.75,4832.5,5130.5,5222.0,5508.0,5430.5,5390.75,5248.75,4808.25,4204.0,3356.5,2853.5,2483.5,1836.5
6/23/2020,1213.25,828.5,669.25,631.75,988.25,2161.75,3882.5,4622.5,4649.0,4461.25,4472.25,4794.0,5062.5,5252.25,5425.0,5578.25,5495.25,5588.0,5110.0,4199.5,3626.5,3166.75,2652.5,2014.0
6/24/2020,1321.0,909.5,743.75,730.75,1024.0,2192.75,3974.75,4640.0,4860.75,4531.0,4849.25,4947.75,5288.25,5123.0,5564.5,5783.25,5809.25,5699.0,5104.75,4501.0,3478.0,3011.75,2426.0,1961.0
6/25/2020,1243.5,835.5,738.0,701.5,979.75,2165.25,3897.75,4617.25,4696.25,4600.75,4778.5,4987.0,5290.75,5367.25,5788.0,5758.5,5593.0,5713.75,5608.5,4752.25,3880.25,3428.25,2982.25,2290.5
6/26/2020,1553.5,1104.25,867.25,871.25,1092.25,2159.75,3906.25,4674.75,4912.25,4752.5,4997.25,5497.25,5455.0,5193.75,5893.75,5985.0,5983.75,5983.75,5660.25,5439.5,4862.0,4194.75,3702.5,3003.5
6/27/2020,2251.25,1664.5,1340.75,1240.75,1016.5,1435.25,2260.25,2809.0,3430.5,4133.75,4781.75,5419.75,5632.5,5753.5,5932.5,5824.0,5102.75,4935.75,4809.25,4492.5,3683.75,3882.0,3441.75,2898.5
6/28/2020,2220.0,1711.0,1318.0,1248.5,914.0,1024.5,1476.75,1784.5,2256.75,3004.0,3695.25,4504.5,5115.0,5382.75,5369.0,5642.5,5432.25,5315.5,5201.75,4597.5,4003.5,3720.5,3014.25,2261.75
6/29/2020,1627.75,1103.0,781.0,732.75,1053.25,2241.5,4062.25,4577.0,4628.0,4537.0,4611.25,4958.75,5161.5,5293.0,5623.0,5648.75,5771.5,5754.75,5151.0,4611.75,3714.0,2938.5,2571.0,1905.75
6/30/2020,1297.75,900.25,692.75,694.0,975.5,2180.75,3945.25,4712.5,4806.0,4578.5,4738.75,4932.5,5434.0,4499.0,5203.0,5723.5,5344.25,4492.5,5154.5,4286.5,3451.5,2954.25,2562.5,1945.0
7/1/2020,1327.0,908.25,745.5,766.0,1054.5,2249.5,3981.75,4707.75,4859.75,4834.0,5100.75,5235.0,5392.25,5141.5,5467.25,5740.0,5517.0,5698.5,5377.5,4826.25,4026.75,3541.0,2977.25,2255.75
7/2/2020,1521.5,1065.0,836.75,829.0,1140.25,2261.75,4026.75,4466.75,4811.0,4904.75,5162.25,5540.0,5615.75,5820.25,5924.0,5807.25,5012.25,5810.75,5535.75,5384.0,4726.75,3938.25,3396.0,2668.25
7/3/2020,1909.0,1351.75,1112.0,1042.0,1117.75,1567.0,2557.75,3118.25,3739.0,4485.0,5168.5,5476.25,5784.0,5784.5,5872.75,5910.0,5668.75,5615.5,5495.0,5302.5,4684.0,4218.25,3753.25,3263.5
7/4/2020,2365.5,1662.5,1370.25,1201.0,1066.0,1089.75,1563.5,1881.25,2328.0,3075.0,3674.0,4211.75,4690.25,4962.0,4755.5,4707.25,4799.75,4677.5,4551.5,4220.0,3901.0,3674.75,3788.5,3670.25
7/5/2020,2793.75,1993.5,1518.25,1374.5,1043.25,1036.75,1457.0,1663.75,1987.0,2662.75,3441.5,4232.75,4913.75,5436.75,5596.5,5593.25,5535.5,5250.25,5305.75,4766.25,4352.5,3673.5,3080.0,2339.0
7/6/2020,1661.0,1181.5,863.5,870.5,1109.25,2165.5,3776.25,4450.0,4641.75,4488.5,4593.0,4807.25,5264.5,5459.25,5653.75,5421.0,5817.25,5456.0,4738.25,3900.25,3268.75,2646.0,2481.25,1856.75
7/7/2020,1309.5,863.75,674.75,692.5,986.75,2107.75,3732.25,4531.25,4496.5,4475.75,4432.0,4731.75,5151.25,5073.25,5487.25,5635.5,5543.75,5668.25,5049.75,4411.0,3654.25,3161.75,2708.75,2017.75
7/8/2020,1297.5,915.5,730.25,726.75,1028.5,2137.25,3764.5,4582.75,4572.5,4407.75,4613.75,4919.0,5116.75,5633.75,5305.0,5689.0,5653.5,5754.0,5458.0,4658.0,3732.25,3224.0,2855.5,2116.5
7/9/2020,1456.75,970.5,790.25,773.25,1078.75,2147.0,3915.5,4649.75,4712.25,4616.5,4596.25,5081.0,5488.75,5578.0,5552.5,5474.75,5687.25,5844.5,5516.75,4693.75,3832.5,3259.5,2929.25,2202.25
7/10/2020,1393.5,987.25,814.75,858.75,1087.75,1650.75,3649.5,4523.5,4712.0,4728.5,5041.25,5345.0,5751.5,5899.75,5958.25,6013.75,6092.25,5801.75,5625.75,5454.5,4904.75,4240.0,3669.25,2983.25
7/11/2020,2245.75,1662.5,1379.0,1164.75,1062.5,1345.0,2244.0,2830.25,3418.5,4067.0,4176.5,4549.75,5466.25,5616.5,5464.75,5517.5,5342.0,5294.5,5108.5,4996.25,4744.25,4100.5,3735.25,3185.25
7/12/2020,2562.5,1801.5,1497.25,1265.5,941.0,1017.0,1487.5,1774.25,2136.0,2896.0,3633.5,4328.5,4795.75,5232.0,5334.75,5314.25,5223.25,5049.25,4963.25,4273.25,3701.0,3253.5,2836.5,2184.25
7/13/2020,1608.25,1007.0,757.0,700.75,1061.75,2166.5,4022.5,4587.25,4645.5,4449.5,4523.25,4671.5,5189.5,5311.75,5441.0,5632.0,5623.5,5660.25,4829.75,4385.5,3547.0,3112.25,2687.0,1978.0
7/14/2020,1346.5,922.25,678.0,683.0,1005.5,2059.25,3890.25,4673.75,4555.75,4514.25,4451.5,4839.0,5206.5,5291.5,5747.0,5618.0,5787.75,5710.25,5216.25,4532.25,3742.25,3267.25,2591.75,2071.75
7/15/2020,1402.25,964.25,761.5,736.5,1020.75,2131.0,3954.5,4753.0,4804.75,4734.5,4702.5,5055.75,5417.0,5174.5,5249.75,5448.5,5693.75,5927.25,5269.75,4299.5,3547.75,3033.25,2651.25,2120.25
7/16/2020,1425.25,981.25,766.75,766.0,1060.25,2171.25,3957.0,4703.0,4818.75,4652.75,4755.25,4819.0,5509.0,5701.25,5717.0,5531.0,5622.75,5921.25,5701.5,4976.0,4148.75,3545.75,3129.25,2349.5
7/17/2020,1668.0,1156.5,895.75,910.25,1135.0,2171.75,3761.5,4553.5,4784.5,4721.25,4936.0,5395.0,5420.75,5576.25,5853.25,5809.75,5784.5,6020.25,5699.5,5650.0,5119.0,4144.5,3340.75,2843.75
7/18/2020,2274.0,1689.6666666666667,1432.3333333333333,1330.3333333333333,1149.3333333333333,1443.0,2292.0,3006.0,3582.6666666666665,4273.0,4769.666666666667,5252.333333333333,5563.333333333333,5654.666666666667,5088.333333333333,5199.666666666667,4741.666666666667,5565.0,3375.0,4690.333333333333,4455.0,4004.0,3598.6666666666665,3180.0
7/19/2020,2421.25,1766.25,1388.5,1298.0,954.5,1056.75,1508.0,1829.25,2222.75,2943.75,3640.75,4451.25,5143.0,5605.5,5715.25,5794.25,5527.5,5357.75,5401.25,4816.5,4370.75,3734.5,3078.0,2370.25
7/20/2020,1669.0,1066.5,791.5,776.5,1084.75,2222.75,3987.25,4716.0,4736.25,4516.5,4612.25,4769.25,5209.5,5450.75,5534.5,5583.0,5617.0,5756.5,5087.75,4375.75,3631.75,3232.0,2566.25,1954.25
7/21/2020,1342.75,922.0,709.5,710.0,987.75,2144.75,3846.25,4639.5,4753.25,4485.25,4628.5,4613.25,5113.75,5271.0,5570.75,5641.5,5609.25,5562.0,5227.75,4088.0,3401.0,2851.5,2462.25,2011.0
7/22/2020,1331.5,913.75,745.5,751.5,1044.5,2160.0,3888.5,4684.75,4741.75,4517.75,4604.0,4841.5,5313.5,5574.0,5601.25,5647.25,5785.5,5892.5,5504.5,4748.25,3927.5,3122.5,2732.0,2195.75
7/23/2020,1477.75,994.75,808.0,789.0,1080.25,2211.75,3951.0,4670.5,4760.5,4720.0,4902.5,4764.75,5282.25,5445.5,5509.5,5826.75,5588.75,5993.0,5467.5,4642.75,4139.0,3471.0,3010.5,2376.25
7/24/2020,1658.25,1147.5,951.5,913.5,1081.0,2144.0,3814.75,4613.0,4789.5,4791.5,5087.25,5433.0,5833.25,5906.0,6105.75,5923.25,5948.0,5890.75,5774.75,5650.5,4949.0,4274.75,3589.0,3060.75
7/25/2020,1996.6666666666667,1679.3333333333333,1373.0,1286.6666666666667,1109.3333333333333,1403.3333333333333,2234.6666666666665,2857.0,3454.6666666666665,4107.0,4444.666666666667,4520.666666666667,4653.666666666667,4849.333333333333,5326.333333333333,4894.666666666667,5199.666666666667,4917.333333333333,4917.0,4907.333333333333,4236.333333333333,3732.6666666666665,3297.3333333333335,2964.0
7/26/2020,2363.3333333333335,1736.6666666666667,1413.0,1370.0,1000.3333333333334,1056.6666666666667,1488.3333333333333,1855.3333333333333,2249.3333333333335,3016.3333333333335,3646.6666666666665,4461.0,4915.666666666667,5276.0,5304.666666666667,5216.0,5179.0,5108.333333333333,5064.0,4569.666666666667,3981.0,3581.3333333333335,2975.0,2244.3333333333335
7/27/2020,1680.6666666666667,1059.0,822.6666666666666,796.3333333333334,1061.6666666666667,2148.3333333333335,3873.6666666666665,4476.666666666667,4518.0,4369.333333333333,4450.666666666667,4753.0,5048.333333333333,5310.666666666667,5414.0,5526.333333333333,5644.0,5800.0,5239.333333333333,4478.0,3681.3333333333335,3169.3333333333335,2565.0,2001.3333333333333
7/28/2020,1367.6666666666667,904.6666666666666,729.0,702.6666666666666,955.6666666666666,1810.6666666666667,3811.0,4443.0,4379.666666666667,4182.666666666667,4483.333333333333,4593.333333333333,4986.0,5220.666666666667,5287.666666666667,5239.666666666667,5312.333333333333,4902.333333333333,4904.333333333333,4388.666666666667,3745.3333333333335,3076.0,2663.6666666666665,2174.6666666666665
7/29/2020,1469.0,1005.3333333333334,784.6666666666666,792.6666666666666,1049.0,2064.6666666666665,3655.0,4451.666666666667,4627.0,4404.0,4441.333333333333,3904.6666666666665,4014.0,5051.333333333333,5208.666666666667,5533.333333333333,5652.333333333333,5804.333333333333,5373.0,4736.0,3913.3333333333335,2815.0,2932.3333333333335,2057.6666666666665
7/30/2020,1414.25,1009.25,815.25,808.25,1086.5,2160.25,3977.5,4772.5,4727.5,4675.75,4762.5,4971.5,5287.75,5442.0,5738.75,5634.0,5543.25,5629.0,5431.25,4945.0,4012.75,3541.0,3131.5,2426.25
7/31/2020,1679.25,1175.25,958.0,932.75,1156.0,2169.25,3852.0,4724.25,4725.0,4851.5,5380.5,5486.75,5702.25,5796.25,5720.25,5752.5,6113.25,6085.0,5860.5,5546.75,5112.5,4361.25,3816.25,3263.5
8/1/2020,2405.25,1716.75,1401.5,1276.25,1127.25,1468.0,2229.25,2812.0,3492.0,4261.0,4881.75,5365.75,5576.5,5612.75,6006.0,5754.5,5655.5,5515.25,5394.0,5252.25,4583.0,4371.75,3932.5,3393.5
8/2/2020,2615.75,1942.5,1539.25,1390.75,1046.0,1065.0,1479.0,1792.0,2280.25,2980.75,3810.0,4661.75,4926.5,5102.0,5253.25,5528.25,5432.5,5234.75,4558.75,4376.0,4308.0,3753.0,3092.5,2378.5
8/3/2020,1697.25,1083.25,821.75,756.75,1121.75,2296.75,4020.25,4789.0,4837.25,4623.75,4746.5,4905.75,5342.0,5354.25,4926.5,5345.75,5446.75,5175.5,5199.0,4372.0,3701.5,3214.0,2691.5,1976.5
8/4/2020,1383.75,910.25,709.5,703.0,1025.25,2189.75,3984.75,4738.75,4769.5,4480.75,4639.0,4808.25,5204.75,5123.25,5553.0,5880.0,5893.0,5868.75,5368.5,4678.75,3981.5,3409.0,2808.25,2072.5
8/5/2020,1451.5,952.5,762.75,748.0,1085.5,2233.5,4018.25,4868.0,4918.5,4633.75,4729.75,4876.0,5253.25,5515.5,5413.75,5225.75,5794.0,5941.75,5498.75,4856.5,3961.0,3454.5,2794.5,2163.5
8/6/2020,1492.75,952.75,799.25,754.25,1113.0,2271.0,4024.25,4950.0,4905.75,4719.75,4863.5,4993.0,5338.0,5500.75,5757.75,5818.0,5592.0,5669.25,5215.5,4893.25,4173.25,3657.0,3054.75,2330.75
8/7/2020,1606.25,1121.75,935.25,897.75,1134.5,2168.0,3936.75,4735.0,4889.5,4901.0,5209.0,5440.75,5532.0,5846.5,5886.0,6022.0,5967.25,5734.5,5539.5,5389.25,5002.25,4287.25,3464.5,2889.75
8/8/2020,2112.25,1665.5,1313.25,1300.75,1121.0,1380.75,2220.75,2742.25,3419.25,4027.25,4576.75,5026.25,5281.5,5606.25,5616.25,5518.5,5415.75,4820.75,5129.0,4865.75,4777.75,4235.25,3790.0,3308.25
8/9/2020,2510.25,1951.25,1487.5,1300.0,984.5,1077.75,1525.0,1794.5,2263.75,3029.25,3798.75,4384.25,4809.25,5222.5,5224.75,5349.25,5128.25,5026.25,4979.75,4512.75,3950.5,3576.0,3011.25,2289.25
8/10/2020,1641.0,1111.5,820.75,778.5,1101.0,2306.5,4052.5,4892.5,4844.0,4450.0,4618.25,4820.5,5193.75,5194.0,5459.75,4977.75,5513.5,5263.5,4797.25,4098.75,3493.5,2980.0,2474.0,1896.5
8/11/2020,1288.25,870.5,695.5,728.5,1044.25,2265.25,4057.75,4945.75,4896.0,4372.25,4451.75,4562.0,4966.0,5337.25,5415.75,5573.5,5617.0,5859.5,5301.0,4595.5,4030.0,3418.25,2800.0,2109.0
8/12/2020,1440.5,964.5,744.25,769.0,1061.75,2247.5,4000.5,4934.25,5129.0,4689.25,4726.25,4866.0,5290.25,5470.0,5658.0,5809.25,5648.5,5851.75,5471.0,4623.0,3886.75,3337.25,2742.0,2114.75
8/13/2020,1429.25,966.0,790.75,793.0,1104.0,2281.75,4057.0,4943.75,5103.0,4881.75,4956.25,4976.5,5454.5,5597.25,5675.0,5547.75,5717.75,5842.25,5699.25,5176.25,4371.5,3625.25,2763.75,2160.0
8/14/2020,1553.0,986.25,715.5,744.0,1076.75,2167.25,3859.0,4791.5,5050.5,4908.25,5193.25,5483.5,5694.0,5802.25,5865.25,5776.25,5335.75,5722.75,5821.0,5490.25,4783.0,3803.25,3475.0,2994.75
8/15/2020,2267.5,1581.0,1356.25,1291.5,1115.25,1405.75,2112.0,2699.75,3371.25,4179.25,4877.5,5208.5,5045.5,5604.0,5564.0,5415.0,5471.5,5056.0,5101.75,4991.0,4424.0,4070.75,3740.25,3135.5
8/16/2020,2502.25,1970.0,1480.25,1394.25,1017.5,1072.75,1465.5,1808.0,2245.25,3079.25,3896.75,4780.75,5390.0,5639.0,5703.5,5604.0,5516.25,5422.5,5526.75,5011.5,4529.25,3859.5,3129.25,2286.0
8/17/2020,1607.0,1082.0,807.0,765.0,1125.5,2338.5,4166.0,4903.75,4842.75,4433.25,4566.25,4705.0,4685.0,4978.75,5563.0,5710.0,5706.0,5786.75,5125.75,4600.25,3721.5,3183.5,2565.0,1946.25
8/18/2020,1348.5,898.0,726.75,702.75,1057.75,2249.5,4041.25,4897.25,4939.0,4482.0,4488.25,4660.75,5063.5,5352.25,5286.5,5621.5,5568.0,5810.75,5218.75,4635.75,3947.25,3248.25,2570.75,1970.5
8/19/2020,1377.75,960.0,775.75,741.75,1082.0,2245.0,4129.5,4976.5,5016.75,4660.25,4721.0,4892.25,5138.75,4992.0,5624.0,5734.0,5889.25,5903.5,5033.0,4344.75,3419.75,2735.25,2394.0,1870.5
8/20/2020,1300.5,876.75,751.25,749.5,1065.0,2328.75,4106.0,4953.5,5002.25,4521.25,4380.5,4613.75,5217.25,5466.5,5681.25,5744.0,5774.0,5876.5,4990.0,4391.5,3050.0,3109.25,2728.25,2096.25
8/21/2020,1458.25,1003.75,851.5,875.5,1116.75,2132.75,3799.25,4637.5,4664.0,4547.0,4905.75,4947.25,5124.25,5608.75,5814.0,6071.25,5808.0,6032.5,5034.5,4861.0,4442.0,3701.5,3363.0,2645.75
8/22/2020,2299.75,1613.0,1322.5,1039.75,991.5,1318.0,2007.75,2658.5,3226.5,3936.25,4529.5,5119.0,5436.75,5692.75,5839.25,5733.25,5462.25,5413.0,5278.25,5134.25,4786.75,3892.0,3659.25,3204.75
8/23/2020,2623.0,1920.25,1527.5,1378.75,1014.0,1016.5,1463.75,1686.25,2034.0,2764.5,3691.75,4374.25,4866.25,5352.25,5309.0,5376.5,4944.0,4661.0,4689.75,4531.25,4137.0,3569.5,2875.25,2147.5
8/24/2020,1533.5,1027.75,762.25,740.25,1096.5,2248.25,3701.75,4612.0,4699.5,3744.5,4303.0,4427.5,4808.25,5124.5,5376.0,5356.25,5603.5,5656.5,5126.0,3960.75,3166.5,2637.25,2322.0,1768.5
8/25/2020,1193.5,814.75,652.0,683.25,1018.0,2170.5,3192.75,4399.5,4570.75,4193.0,3954.5,4237.0,4172.0,4660.0,4955.0,5165.75,5224.0,5297.75,4399.5,3914.0,3263.0,2747.0,2447.0,1851.75
8/26/2020,1259.0,788.0,684.0,720.5,1033.0,2252.25,4076.5,4876.75,4966.5,4581.25,4347.0,4683.25,5047.0,5257.5,5654.5,5720.75,5567.75,5755.25,5197.5,4812.75,3913.0,3270.25,2706.75,2047.0
8/27/2020,1462.25,942.75,790.5,806.25,1101.0,2316.75,4079.25,5041.25,5086.0,4600.75,4591.75,4899.75,5299.75,5373.75,5581.25,5702.75,5908.5,5884.5,5683.0,5043.5,4332.75,3526.75,2917.5,2215.0
8/28/2020,1532.25,1051.75,892.75,918.75,1127.5,2247.5,3925.25,4768.25,5007.75,4717.0,4929.75,5297.75,5573.75,5498.0,5790.75,6007.25,6082.5,6071.25,5762.5,5456.25,4852.75,4224.5,3719.25,3064.5
8/29/2020,2304.5,1668.0,1381.75,1272.0,1106.5,1378.5,2046.0,2563.75,3174.75,3869.0,4666.75,5193.5,5440.0,5623.75,5530.25,5574.0,5488.75,5514.0,5051.25,5089.75,4940.5,4435.0,3859.75,3329.0
8/30/2020,2713.25,1937.75,1609.0,1434.0,1039.75,1068.5,1407.75,1666.25,2115.75,2821.5,3620.0,4400.75,5018.0,5365.75,5493.25,5302.0,5381.75,5385.5,5145.5,4369.5,3755.25,3072.25,2702.5,2011.5
